seq_len,batch_size,nhead,dim_per_head,block_x,block_y,thread_count,predicted_time_ns,actual_time_ns,predicted_power,actual_power,mem_coal,mem_uncoal,mem_partial,local_insts,shared_insts,synch_insts,fp_insts,int_insts,sfu_insts,alu_insts,total_insts,registers_per_thread,shared_mem_bytes
128,4,16,256,1,32,32,903654.4727677464,22009.599767625332,6296.955221459184,90.261,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,64,64,2681709.216105755,20870.39966136217,6296.955221459184,96.82,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,128,128,5343813.426749018,21081.600338220596,6296.955221459184,114.424,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,256,256,10668021.84803554,22054.400108754635,6296.955221459184,150.213,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,512,512,21316438.69060859,26611.199975013733,6296.955221459184,167.089,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,1024,1024,28412064.649414785,35993.5998916626,6296.955221459184,174.935,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,16,32,903483.7271847376,20915.199629962444,6296.955221459184,84.42,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,32,64,2681454.4496793877,20889.599807560444,6296.955221459184,89.56,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,64,128,5343558.6603226485,20934.399589896202,6296.955221459184,96.496,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,128,256,10667767.08160917,22489.599883556366,6296.955221459184,114.494,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,256,512,21316183.924182218,26348.80021214485,6296.955221459184,126.074,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,512,1024,28411893.903831773,36230.40020465851,6296.955221459184,127.882,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,8,32,874889.4661892233,21619.200333952904,6296.955221459184,81.652,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,16,64,2655646.2947284253,21811.199747025967,6296.955221459184,83.613,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,32,128,5343049.127469917,21663.999743759632,6296.955221459184,90.311,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,64,256,10667257.548756441,23321.599885821342,6296.955221459184,96.327,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,128,512,21315674.39132949,28601.599857211113,6296.955221459184,96.933,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,256,1024,28411552.41266576,39091.19963645935,6296.955221459184,98.403,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,4,32,721693.2850898855,21164.79966789484,5799.043173791442,81.204,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,8,64,2109751.8116183085,21683.19970369339,5719.265165592169,81.679,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,16,128,4262498.083886161,23104.00027781725,5799.043173791442,83.449,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,32,256,8626855.608093582,25600.000098347664,5878.8211819907165,85.989,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,64,512,17473392.29452369,33996.79958820343,5958.59919018999,86.591,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,128,1024,23604672.21465494,51231.999695301056,6038.377198389263,86.655,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,2,32,654325.555612226,22137.599997222424,5263.4554938856245,80.624,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,4,64,1924556.577907861,23711.9996920228,5223.566489785988,80.993,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,8,128,3805578.761714974,25446.40004634857,5183.677485686351,81.378,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,16,256,7538179.355053688,31910.399720072743,5143.7884815867155,81.513,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,32,512,15180354.181450589,45920.00097036362,5183.677485686351,81.446,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,64,1024,20391585.043282956,74284.79939699173,5223.566489785988,81.545,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,32,1,32,614391.0929629337,24358.39995741844,4955.7726498330785,80.5615,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,32,2,64,1815224.072439381,26623.99969995022,4935.828147783261,80.85300000000001,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,32,4,128,3604693.3844456286,31743.99994313717,4915.883645733442,80.868,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,32,8,256,7168898.836880719,43564.800173044205,4895.939143683624,80.877,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,32,16,512,14267837.4055876,69465.60069918633,4875.994641633805,81.023,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,32,32,1024,18941028.490869094,121920.00299692154,4856.050139583987,81.137,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,64,1,64,1829975.2230422331,25593.599677085876,4975.717151882897,81.07,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,64,2,128,3634183.6996343695,31398.399919271473,4955.7726498330785,80.871,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,64,4,256,7227867.481241237,44620.80076336861,4935.828147783261,80.95,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,64,8,512,14385762.708291674,69529.60044145584,4915.883645733442,80.944,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,64,16,1024,19098254.279533356,121900.80285072327,4895.939143683624,80.898,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,128,1,128,3663674.014823111,30931.200459599495,4995.661653932717,81.564,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,128,2,256,7286836.125601755,43436.80068850517,4975.717151882897,81.578,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,128,4,512,14503688.010995744,70003.19957733154,4955.7726498330785,81.46,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,128,8,1024,19255480.06819762,122003.20214033127,4935.828147783261,81.344,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,256,1,256,7345804.769962274,31296.000257134438,5015.606155982535,82.104,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,256,2,512,14621613.313699821,44838.400185108185,4995.661653932717,81.657,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,256,4,1024,19412705.856861882,72793.59996318817,4975.717151882897,81.68,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,512,1,512,14739538.616403894,31788.799911737442,5035.550658032353,82.408,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,512,2,1024,19569931.645526152,45299.20071363449,5015.606155982535,81.994,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1024,1,1024,19727157.43419042,31532.79982507229,5055.495160082171,82.614,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,1,32,32,903654.4727677464,22444.799914956093,6296.955221459184,99.205,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,1,64,64,2681709.216105755,23468.799702823162,6296.955221459184,111.759,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,1,128,128,5343813.426749018,23327.999748289585,6296.955221459184,126.213,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,1,256,256,10668021.84803554,24127.999506890774,6296.955221459184,162.961,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,1,512,512,21316438.69060859,29638.400301337242,6296.955221459184,184.612,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,1,1024,1024,28412064.649414785,42502.400279045105,6296.955221459184,188.837,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,2,16,32,903483.7271847376,22572.79995828867,6296.955221459184,95.336,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,2,32,64,2681454.4496793877,22726.399824023247,6296.955221459184,96.366,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,2,64,128,5343558.6603226485,22969.5999994874,6296.955221459184,106.519,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,2,128,256,10667767.08160917,24383.999779820442,6296.955221459184,125.489,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,2,256,512,21316183.924182218,30553.600192070007,6296.955221459184,134.726,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,2,512,1024,28411893.903831773,41798.40013384819,6296.955221459184,137.228,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,4,8,32,874889.4661892233,23686.399683356285,6296.955221459184,88.725,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,4,16,64,2655646.2947284253,22963.199950754642,6296.955221459184,92.16,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,4,32,128,5343049.127469917,22905.59969842434,6296.955221459184,96.057,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,4,64,256,10667257.548756441,25619.200244545937,6296.955221459184,99.564,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,4,128,512,21315674.39132949,31340.79985320568,6296.955221459184,105.627,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,4,256,1024,28411552.41266576,45843.201130628586,6296.955221459184,106.996,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,8,4,32,721693.2850898855,23084.79994535446,5799.043173791442,85.663,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,8,8,64,2109751.8116183085,23935.99972128868,5719.265165592169,86.757,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,8,16,128,4262498.083886161,24627.20014154911,5799.043173791442,90.438,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,8,32,256,8626855.608093582,28089.599311351776,5878.8211819907165,94.086,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,8,64,512,17473392.29452369,37689.60013985634,5958.59919018999,95.081,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,8,128,1024,23604672.21465494,57395.20117640495,6038.377198389263,95.487,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,16,2,32,654325.555612226,24569.599889218807,5263.4554938856245,84.704,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,16,4,64,1924556.577907861,25331.199914216995,5223.566489785988,85.379,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,16,8,128,3805578.761714974,27193.599939346313,5183.677485686351,85.714,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,16,16,256,7538179.355053688,34559.99977886677,5143.7884815867155,86.308,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,16,32,512,15180354.181450589,49350.400269031525,5183.677485686351,86.717,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,16,64,1024,20391585.043282956,81350.4010438919,5223.566489785988,87.085,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,32,1,32,614391.0929629337,26086.40007674694,4955.7726498330785,85.113,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,32,2,64,1815224.072439381,28543.999418616295,4935.828147783261,84.691,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,32,4,128,3604693.3844456286,33753.59997153282,4915.883645733442,84.9,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,32,8,256,7168898.836880719,46150.40123462677,4895.939143683624,84.878,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,32,16,512,14267837.4055876,73318.39948892593,4875.994641633805,84.897,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,32,32,1024,18941028.490869094,128915.19963741302,4856.050139583987,84.858,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,64,1,64,1829975.2230422331,27193.599939346313,4975.717151882897,84.098,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,64,2,128,3634183.6996343695,32998.400181531906,4955.7726498330785,84.552,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,64,4,256,7227867.481241237,45932.80106782913,4935.828147783261,84.708,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,64,8,512,14385762.708291674,73203.1986117363,4915.883645733442,84.114,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,64,16,1024,19098254.279533356,129132.80129432678,4895.939143683624,84.211,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,128,1,128,3663674.014823111,33203.199878335,4995.661653932717,85.036,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,128,2,256,7286836.125601755,45811.2008869648,4975.717151882897,84.939,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,128,4,512,14503688.010995744,73094.39927339554,4955.7726498330785,84.546,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,128,8,1024,19255480.06819762,128224.00033473969,4935.828147783261,84.811,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,256,1,256,7345804.769962274,45568.00052523613,5015.606155982535,85.828,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,256,2,512,14621613.313699821,75091.1995768547,4995.661653932717,85.469,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,256,4,1024,19412705.856861882,128236.79894208908,4975.717151882897,84.729,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,512,1,512,14739538.616403894,45907.2008728981,5035.550658032353,86.077,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,512,2,1024,19569931.645526152,72940.79959392548,5015.606155982535,85.249,0,0,12,0,1,6,4,16,1,183,223,32,0
256,4,16,256,1024,1,1024,19727157.43419042,46400.00015497208,5055.495160082171,86.054,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,1,32,32,903654.4727677464,25664.00021314621,6296.955221459184,106.803,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,1,64,64,2681709.216105755,25625.600293278694,6296.955221459184,120.171,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,1,128,128,5343813.426749018,26214.399933815002,6296.955221459184,139.306,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,1,256,256,10668021.84803554,27763.20017874241,6296.955221459184,174.656,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,1,512,512,21316438.69060859,36249.59997832775,6296.955221459184,194.91,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,1,1024,1024,28412064.649414785,54099.200665950775,6296.955221459184,200.649,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,2,16,32,903483.7271847376,25875.19995868206,6296.955221459184,96.713,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,2,32,64,2681454.4496793877,25337.599962949753,6296.955221459184,104.181,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,2,64,128,5343558.6603226485,26560.000330209732,6296.955221459184,115.716,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,2,128,256,10667767.08160917,28384.000435471535,6296.955221459184,133.235,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,2,256,512,21316183.924182218,35635.19977033138,6296.955221459184,145.068,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,2,512,1024,28411893.903831773,54662.39973902702,6296.955221459184,145.789,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,4,8,32,874889.4661892233,26329.60006594658,6296.955221459184,95.681,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,4,16,64,2655646.2947284253,26169.60033774376,6296.955221459184,96.028,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,4,32,128,5343049.127469917,26348.80021214485,6296.955221459184,101.554,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,4,64,256,10667257.548756441,28851.19989514351,6296.955221459184,110.587,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,4,128,512,21315674.39132949,38131.20052218437,6296.955221459184,115.656,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,4,256,1024,28411552.41266576,57753.60018014908,6296.955221459184,115.841,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,8,4,32,721693.2850898855,26489.60053920746,5799.043173791442,94.989,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,8,8,64,2109751.8116183085,26496.000215411186,5719.265165592169,95.529,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,8,16,128,4262498.083886161,28038.399666547775,5799.043173791442,95.953,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,8,32,256,8626855.608093582,31635.199859738354,5878.8211819907165,96.213,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,8,64,512,17473392.29452369,43283.20100903511,5958.59919018999,97.542,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,8,128,1024,23604672.21465494,69395.19941806793,6038.377198389263,97.37,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,16,2,32,654325.555612226,26860.80001294613,5263.4554938856245,93.638,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,16,4,64,1924556.577907861,28275.199979543686,5223.566489785988,94.042,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,16,8,128,3805578.761714974,30764.800310134888,5183.677485686351,95.262,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,16,16,256,7538179.355053688,37817.59962439537,5143.7884815867155,95.536,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,16,32,512,15180354.181450589,55705.60023188591,5183.677485686351,95.664,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,16,64,1024,20391585.043282956,93619.19909715652,5223.566489785988,95.444,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,32,1,32,614391.0929629337,28275.200352072716,4955.7726498330785,92.147,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,32,2,64,1815224.072439381,30988.800525665283,4935.828147783261,93.062,0,0,12,0,1,6,4,16,1,183,223,32,0
512,4,16,256,32,4,128,3604693.3844456286,36800.000071525574,4915.883645733442,93.161,0,0,12,0,1,6,4,16,1,183,223,32,0
